"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Товары для курения / Хьюмидоры";"2";"2020-09-25";"28,5";"32";"2479";"553";"25";"1,01";"82";"3,31";"70";"2,82";"85,37";"52";"18";"34,62";"287";"21";"7,32";"348";"978162";"1558229";"61,43";"2536391";"100";"100";"978162";"978162";"212";"89";"333902";"41,98";"18";"0";"449385";"11344,11";"2613";"256";"28920";"6052,37";"3817";"4,67";"4,64";"4,61";"4,57";"2";"3,43";"6,03"
"Автозапчасти / Кожухи автомобильные";"1";"2021-06-30";"26,5";"30";"37974";"3298";"563";"1,48";"803";"2,11";"338";"0,89";"42,09";"435";"84";"19,31";"596";"110";"18,46";"1063";"977901";"371970";"27,56";"1349871";"83,67";"83,42";"818210";"815765";"1329";"985";"1882988";"74,12";"38";"0";"227313";"2033,32";"1606";"105";"7088";"1243,24";"1062";"4,72";"4,83";"4,68";"4,75";"7";"8,07";"13,43"
"Мебель офисная и торговое оборудование / Сортировщики банкнот";"3";"2020-05-17";"26,5";"30";"150";"11";"18";"12";"18";"12";"10";"6,67";"55,56";"7";"2";"28,57";"49";"4";"8,16";"18";"976950";"1823";"0,19";"978773";"78,57";"78,57";"767590";"767590";"134";"110";"6365892";"82,09";"223";"477";"203659";"18176,19";"1365";"4495";"125998";"58355";"55101,5";"4,96";"4,9";"4,83";"4,84";"4";"3,86";"4,73"
"Продукты / Консервы из морепродуктов";"2";"2020-01-25";"21,5";"25";"1489";"100";"41";"2,75";"66";"4,43";"49";"3,29";"74,24";"96";"11";"11,46";"167";"14";"8,38";"1658";"974837";"168186";"14,71";"1143023";"100";"100";"974837";"974837";"1343";"662";"453183";"49,29";"24";"0";"75100";"3176,84";"809";"145";"10513";"1220,51";"689";"4,49";"4,6";"4,41";"4,43";"4";"5,25";"12,12"
"Рукоделие / Шилья для рукоделия";"1";"2020-01-25";"24,5";"28";"3916";"1241";"136";"3,47";"228";"5,82";"172";"4,39";"75,44";"193";"49";"25,39";"553";"62";"11,21";"4530";"974820";"468248";"32,45";"1443068";"92,02";"91,52";"897029";"892155";"4580";"1495";"295016";"32,64";"30";"0";"105389";"773,31";"554";"63";"1081";"249,74";"230";"4,78";"4,88";"4,67";"4,74";"22";"6,34";"24,43"
"Белье / Бандалетки";"3";"2020-01-25";"34,5";"38";"1579";"159";"187";"11,84";"221";"14";"137";"8,68";"61,99";"197";"41";"20,81";"376";"49";"13,03";"1678";"969858";"50116";"4,91";"1019974";"80";"80";"775886";"775886";"15900";"13684";"8022229";"86,06";"284";"0";"14806";"834,29";"655";"126";"3028";"557,77";"509";"4,52";"4,76";"4,38";"4,56";"5";"9,65";"5,74"
"Продукты / Готовые десерты";"2";"2020-04-05";"21,5";"25";"3787";"708";"87";"2,3";"205";"5,41";"159";"4,2";"77,56";"174";"28";"16,09";"331";"51";"15,41";"1786";"969454";"550209";"36,21";"1519663";"90,28";"90,28";"875223";"875223";"1474";"524";"331191";"35,55";"25";"0";"75100";"1253,09";"972";"162";"4515";"1058,08";"888";"4,63";"4,7";"4,58";"4,61";"2";"3,14";"nan"
"Декор интерьера / Венки ритуальные";"2";"2022-07-28";"29,5";"33";"5069";"1111";"203";"4";"368";"7,26";"271";"5,35";"73,64";"54";"21";"38,89";"298";"28";"9,4";"1109";"969446";"231446";"19,27";"1200892";"87,5";"87,5";"848265";"848265";"2362";"1527";"593861";"64,65";"64";"0";"55800";"2612,07";"1570";"139";"10259";"1458,51";"937";"4,84";"4,91";"4,8";"4,87";"0";"0";"0"
"Автохимия и автокосметика / Средства для очистки рук";"1";"2020-01-25";"26,5";"30";"9424";"1402";"220";"2,33";"370";"3,93";"256";"2,72";"69,19";"407";"69";"16,95";"1255";"122";"9,72";"2788";"965609";"186523";"16,19";"1152132";"93,39";"93,39";"901782";"901782";"7775";"5293";"2348540";"68,08";"84";"0";"570499";"1122,39";"533";"93";"3618";"496,29";"292";"4,82";"4,93";"4,76";"4,83";"4";"9,8";"17,47"
"Автозапчасти / Стекла автомобильные";"2";"2022-01-11";"26,5";"30";"9673";"1008";"271";"2,8";"437";"4,52";"238";"2,46";"54,46";"330";"58";"17,58";"475";"82";"17,26";"866";"964880";"166717";"14,73";"1131597";"83,74";"83,39";"807991";"804613";"679";"250";"652007";"36,82";"24";"0";"1650000";"3112,25";"1461";"152";"10900";"1662,45";"1036,5";"4,72";"4,84";"4,67";"4,73";"14";"5,67";"11,57"
"Бытовая техника / Дезинфицирующие аппараты";"2";"2020-01-25";"25,5";"29";"5864";"1053";"36";"0,61";"40";"0,68";"29";"0,49";"72,5";"195";"9";"4,62";"812";"10";"1,23";"176";"963333";"140543";"12,73";"1103876";"94,74";"94,74";"912662";"912662";"886";"712";"2888799";"80,36";"151";"0";"169668";"3579,43";"2130";"91";"29990";"6032,76";"1708";"4,23";"4,22";"4,17";"4,14";"8";"12,82";"22,57"
"Аксессуары / Заглушки для гаджетов";"1";"2020-01-25";"34,5";"38";"8008";"2310";"183";"2,29";"331";"4,13";"288";"3,6";"87,01";"116";"35";"30,17";"369";"57";"15,45";"6248";"962423";"443290";"31,53";"1405713";"94,57";"94,57";"910163";"910163";"5607";"2870";"509007";"51,19";"27";"0";"222750";"1354,99";"725";"59";"979";"198,2";"187";"4,77";"4,87";"4,67";"4,74";"40";"11,51";"26,46"
"Все для садоводства / Мульча";"2";"2020-01-25";"29,5";"29,5";"7435";"1393";"182";"2,45";"389";"5,23";"283";"3,81";"72,75";"454";"79";"17,4";"1365";"109";"7,99";"2110";"962032";"225810";"19,01";"1187842";"93,78";"93,51";"902194";"899596";"1836";"1470";"764659";"80,07";"26";"0";"900000";"1952,21";"800";"55";"2811";"558,99";"476";"4,78";"4,89";"4,68";"4,76";"43";"8,63";"15,09"
"Товары для животных / Каши для собак";"1";"2020-04-02";"21,5";"25";"3914";"1585";"43";"1,1";"118";"3,01";"96";"2,45";"81,36";"98";"15";"15,31";"258";"37";"14,34";"755";"961911";"136617";"12,44";"1098528";"100";"100";"961911";"961911";"1266";"503";"762336";"39,73";"50";"0";"55972";"1179,46";"909";"181";"3456";"1060,04";"934";"4,8";"4,95";"4,71";"4,84";"7";"8,36";"20,06"
"Автохимия и автокосметика / Эмали для автомобиля";"3";"2020-07-12";"26,5";"30";"237407";"2116";"1594";"0,67";"1976";"0,83";"532";"0,22";"26,92";"230";"49";"21,3";"476";"93";"19,54";"1136";"961392";"153990";"13,81";"1115382";"86,93";"86,36";"835738";"830258";"4278";"3689";"4559961";"86,23";"113";"0";"48510";"1394,78";"767";"96";"6304";"1014,26";"568";"4,75";"4,9";"4,7";"4,8";"2";"6,96";"11,23"
"Садовая техника / Лески для триммеров";"3";"2020-01-25";"23,5";"27";"47831";"5160";"1421";"2,97";"1694";"3,54";"599";"1,25";"35,36";"954";"137";"14,36";"2543";"228";"8,97";"3440";"961376";"409143";"29,85";"1370519";"91,61";"91,61";"880717";"880717";"28750";"26494";"14125729";"92,15";"251";"0";"1216000";"1519,02";"550";"16";"5259";"535,26";"260";"4,8";"4,9";"4,72";"4,78";"4";"6,08";"11,58"
"Товары для малышей / Радионяни";"1";"2020-01-25";"26,5";"30";"3691";"545";"23";"0,62";"33";"0,89";"19";"0,51";"57,58";"96";"13";"13,54";"421";"17";"4,04";"389";"960262";"252951";"20,85";"1213213";"77,78";"77,78";"746892";"746892";"238";"17";"62650";"7,14";"18";"0";"154728";"4470,74";"3314";"214";"6706";"2527,63";"2443";"4,39";"4,47";"4,33";"4,32";"30";"7,31";"18,77"
"Красота / Уход за парикмахерскими инструментами";"2";"2020-06-07";"32,5";"36";"5951";"861";"51";"0,86";"97";"1,63";"75";"1,26";"77,32";"83";"27";"32,53";"362";"40";"11,05";"2566";"958963";"146354";"13,24";"1105317";"92,03";"92,03";"882534";"882534";"2023";"805";"276020";"39,79";"24";"0";"202747";"1693,06";"1244";"148";"14860";"804,85";"526";"4,78";"4,96";"4,71";"4,83";"6";"10,61";"17,4"
"Декор интерьера / Картины 3D";"3";"2021-10-27";"29,5";"33";"26095";"12057";"198";"0,76";"287";"1,1";"154";"0,59";"53,66";"190";"32";"16,84";"577";"66";"11,44";"1281";"958833";"521400";"35,22";"1480233";"83,67";"83,67";"802256";"802256";"2816";"1478";"1294381";"52,49";"66";"0";"721524";"2247,92";"700";"117";"22041";"1344,99";"692";"4,68";"4,68";"4,63";"4,58";"26";"7";"7,28"
"Спортивный товар / Шкурки для самокатов";"2";"2020-10-24";"27,5";"31";"2980";"437";"708";"23,76";"776";"26,04";"417";"13,99";"53,74";"101";"27";"26,73";"169";"31";"18,34";"1890";"958548";"89838";"8,57";"1048386";"87,15";"86,21";"835375";"826364";"17523";"15244";"8269636";"86,99";"278";"0";"60800";"865,34";"530";"150";"1310";"507,32";"456";"4,86";"4,95";"4,77";"4,83";"12";"8,98";"5,92"
"Спортивная одежда / Термофутболки спортивные";"3";"2020-01-25";"34,5";"38";"1463";"460";"81";"5,54";"87";"5,95";"35";"2,39";"40,23";"54";"17";"31,48";"121";"16";"13,22";"328";"958172";"119950";"11,13";"1078122";"50";"25";"479086";"239543";"723";"437";"797794";"60,44";"66";"0";"166830";"3175,4";"2377";"267";"6444";"2752,71";"2673";"4,79";"4,79";"4,72";"4,71";"6";"4,32";"15,86"
"Спортивный товар / Аксессуары для пилатес";"1";"2020-01-25";"27,5";"31";"8227";"2240";"130";"1,58";"194";"2,36";"131";"1,59";"67,53";"260";"42";"16,15";"814";"59";"7,25";"1357";"957202";"735544";"43,45";"1692746";"90,44";"90,07";"865693";"862152";"2802";"1579";"1293853";"56,35";"62";"0";"432173";"2601,98";"1216,5";"104";"4857";"719,31";"476";"4,77";"4,89";"4,7";"4,78";"4";"7,53";"11,11"
"Отделочные материалы / Составы защитно-декоративные по дереву";"2";"2020-06-17";"28,5";"32";"27293";"978";"1432";"5,25";"1541";"5,65";"252";"0,92";"16,35";"307";"47";"15,31";"530";"50";"9,43";"790";"956462";"2067861";"68,37";"3024323";"88,21";"88,04";"843695";"842069";"11647";"10588";"22422742";"90,91";"442";"0";"899999";"3336,67";"1949";"193";"13858";"1839,9";"1177";"4,83";"4,88";"4,77";"4,77";"4";"4,28";"6,77"
"Канцелярские товары / Готовальня";"3";"2020-01-25";"29,5";"33";"33812";"6982";"473";"1,4";"550";"1,63";"209";"0,62";"38";"351";"57";"16,24";"1430";"105";"7,34";"4052";"956241";"343451";"26,43";"1299692";"88,3";"88,18";"844361";"843213";"9469";"6517";"2056263";"68,82";"70";"0";"1000000";"1345,94";"611";"55";"13819";"506,17";"269";"4,75";"4,87";"4,68";"4,75";"20";"6,08";"19,17"
"Все для садоводства / Средства от сорняков";"3";"2020-01-25";"29,5";"29,5";"39239";"12300";"899";"2,29";"1260";"3,21";"534";"1,36";"42,38";"851";"92";"10,81";"1708";"197";"11,53";"1435";"955231";"247334";"20,57";"1202565";"96,77";"96,74";"924377";"924090";"6823";"6036";"4771950";"88,47";"143";"0";"195000";"867,45";"489";"36";"26535";"901,66";"485,5";"4,7";"4,86";"4,61";"4,72";"7";"8,31";"12,73"
"Все для садоводства / Ленты для растений";"3";"2020-01-25";"24,5";"24,5";"5089";"2153";"129";"2,53";"221";"4,34";"175";"3,44";"79,19";"182";"47";"25,82";"955";"56";"5,86";"4381";"952876";"902399";"48,64";"1855275";"84,62";"84,62";"806324";"806324";"14929";"9746";"2300193";"65,28";"102";"0";"128051";"1037,01";"837";"23";"2727";"272,96";"209";"4,89";"4,96";"4,79";"4,83";"27";"11,49";"45,22"
"Ручной инструмент и оснастка / Светофильтры сварочные";"2";"2021-03-31";"28,5";"32";"2542";"364";"57";"2,24";"90";"3,54";"67";"2,64";"74,44";"49";"14";"28,57";"206";"19";"9,22";"1090";"952067";"96245";"9,18";"1048312";"92,63";"91,15";"881900";"867809";"2322";"1036";"909159";"44,62";"64";"0";"133650";"1315,43";"585,5";"55";"7271";"858,07";"477";"4,78";"4,71";"4,72";"4,59";"20";"4,85";"15,65"
"Аксессуары для электроники / Накладки на стики";"1";"2020-01-25";"29,5";"33";"5048";"923";"365";"7,23";"476";"9,43";"385";"7,63";"80,88";"127";"45";"35,43";"271";"52";"19,19";"4863";"951802";"603448";"38,8";"1555250";"91,56";"91,3";"871470";"868995";"12924";"7494";"1426935";"57,99";"80";"0";"1129868";"908,82";"382";"94";"11718";"326,65";"179";"4,78";"4,86";"4,71";"4,77";"11";"9,1";"20,72"
"Все для садоводства / Гидрогель для растений";"2";"2020-01-25";"24,5";"24,5";"6467";"1054";"81";"1,25";"130";"2,01";"114";"1,76";"87,69";"206";"29";"14,08";"722";"39";"5,4";"3030";"950947";"258748";"21,39";"1209695";"94,07";"93,67";"894556";"890752";"2175";"770";"272221";"35,4";"22";"0";"900000";"1810,71";"473";"54";"1403";"300,62";"186";"4,84";"4,92";"4,76";"4,77";"39";"13,06";"19,42"
"Автоаксессуары и дополнительное оборудование / Замковые устройства для автоприцепов";"2";"2020-07-23";"26,5";"30";"3169";"437";"62";"1,96";"81";"2,56";"54";"1,7";"66,67";"69";"15";"21,74";"292";"19";"6,51";"611";"950130";"29008";"2,96";"979138";"0";"0";"0";"0";"889";"336";"411865";"37,8";"44";"0";"4186976";"4655,5";"1117";"151";"6578";"1300,48";"1213,5";"4,83";"4,96";"4,77";"4,88";"nan";"0,69";"nan"
"Автоаксессуары и дополнительное оборудование / Хабы колесные";"3";"2021-11-25";"26,5";"30";"2511";"880";"64";"2,55";"125";"4,98";"80";"3,19";"64";"76";"24";"31,58";"181";"26";"14,36";"189";"949822";"622221";"39,58";"1572043";"89,66";"89,66";"851610";"851610";"126";"96";"675993";"76,19";"20";"0";"222750";"3101,14";"1692";"114";"51184";"5429,08";"3897";"4,68";"4,84";"4,62";"4,74";"3";"5,04";"4,65"
"Спортивный товар / Подшипники";"2";"2020-01-25";"27,5";"31";"20366";"1033";"953";"4,68";"1302";"6,39";"678";"3,33";"52,07";"505";"93";"18,42";"746";"137";"18,36";"3820";"948704";"275560";"22,51";"1224264";"90,81";"90,81";"861518";"861518";"10700";"7420";"5480326";"69,35";"84";"0";"900001";"1883,27";"727";"34";"62370";"1260,97";"208,5";"4,79";"4,87";"4,72";"4,74";"6";"8,49";"13,2"
"Красота / Мелки для волос";"2";"2020-01-25";"32,5";"36";"7786";"2068";"85";"1,09";"156";"2";"102";"1,31";"65,38";"564";"46";"8,16";"1413";"66";"4,67";"1470";"944323";"168971";"15,18";"1113294";"89,09";"89,09";"841297";"841297";"816";"360";"161147";"44,12";"17";"0";"335000";"1318,4";"588";"50";"1797";"459,32";"476";"4,04";"4,2";"3,98";"4,09";"102";"12,07";"12,75"
"Автоаксессуары и дополнительное оборудование / Маячки проблесковые";"2";"2021-02-11";"26,5";"30";"5566";"758";"199";"3,58";"325";"5,84";"191";"3,43";"58,77";"156";"44";"28,21";"434";"65";"14,98";"606";"942981";"939901";"49,92";"1882882";"58,82";"58,82";"554661";"554661";"707";"484";"714931";"68,46";"35";"0";"10836780";"24582,66";"1709";"194";"28028";"2011,39";"1551";"4,61";"4,8";"4,54";"4,68";"16";"9,5";"14,6"
"Продукты / Хлопья кукурузные";"1";"2020-01-25";"16,5";"20";"1285";"102";"70";"5,45";"123";"9,57";"97";"7,55";"78,86";"103";"27";"26,21";"241";"50";"20,75";"5380";"942026";"154205";"14,07";"1096231";"94,83";"94,83";"893323";"893323";"11260";"4394";"578509";"39,02";"63";"0";"75100";"768,95";"512";"66";"3817";"608,82";"445";"4,79";"4,97";"4,72";"4,86";"15";"9,23";"21,79"
"Декор интерьера / Воски ароматические";"2";"2020-11-24";"29,5";"33";"19064";"2389";"453";"2,38";"614";"3,22";"349";"1,83";"56,84";"374";"61";"16,31";"792";"76";"9,6";"2586";"941930";"278905";"22,85";"1220835";"100";"100";"941930";"941930";"4749";"3175";"1380299";"66,86";"55";"0";"513539";"13990,4";"1170";"126";"3702";"426,52";"333";"4,73";"4,9";"4,68";"4,81";"1";"2,44";"2,34"
"Фото и Видеотехника / Термобумага для фотоаппаратов";"2";"2020-07-23";"28,5";"32";"3973";"169";"56";"1,41";"97";"2,44";"80";"2,01";"82,47";"135";"33";"24,44";"355";"41";"11,55";"2046";"940951";"304019";"24,42";"1244970";"91,46";"91,46";"860594";"860594";"3143";"1864";"688354";"59,31";"46";"0";"1236087";"3400,81";"1983";"145";"9332";"581,17";"440";"4,82";"4,92";"4,73";"4,8";"10";"17,19";"22,2"
"Белье / Накладки для ног";"2";"2021-06-10";"34,5";"38";"3902";"1004";"141";"3,61";"178";"4,56";"114";"2,92";"64,04";"92";"22";"23,91";"577";"31";"5,37";"1046";"940552";"131385";"12,26";"1071937";"50";"50";"470276";"470276";"1766";"1171";"1059045";"66,31";"51";"0";"72800";"954,27";"495";"172";"4602";"1216,95";"661";"4,68";"4,72";"4,59";"4,6";"0";"0";"0"
"Мебель корпусная и мебель для хранения / Системы Джокер";"1";"2020-09-25";"26,5";"30";"6568";"447";"552";"8,4";"900";"13,7";"568";"8,65";"63,11";"197";"57";"28,93";"332";"86";"25,9";"3663";"940001";"65404";"6,51";"1005405";"85,42";"83,68";"802949";"786593";"3326";"2042";"796536";"61,4";"27";"0";"58800";"816,08";"463";"54";"5200";"358,35";"240";"4,85";"4,95";"4,79";"4,86";"4";"8,62";"9,82"
"Спортивный товар / Аксессуары для альпинизма и скалолазания";"2";"2020-05-15";"27,5";"31";"57897";"12361";"354";"0,61";"490";"0,85";"265";"0,46";"54,08";"228";"54";"23,68";"1842";"73";"3,96";"1117";"939595";"488581";"34,21";"1428176";"91,35";"90,81";"858320";"853246";"2613";"1852";"1508303";"70,88";"70";"0";"327500";"2463,84";"1358";"86";"8461";"1291,37";"833";"4,8";"4,92";"4,76";"4,85";"5";"13,11";"13,62"
"Хозяйственные товары / Сетки для глажения";"1";"2020-01-25";"24,5";"28";"3609";"1021";"134";"3,71";"197";"5,46";"140";"3,88";"71,07";"525";"67";"12,76";"1102";"99";"8,98";"6314";"938855";"231845";"19,8";"1170700";"97,92";"97,92";"919327";"919327";"6910";"3024";"558547";"43,76";"33";"0";"60800";"631,81";"338";"42";"11645";"297,25";"169,5";"4,88";"4,95";"4,78";"4,84";"15";"18,03";"19,98"
"Аксессуары / Кейсы для портативных колонок";"1";"2020-01-25";"34,5";"38";"27497";"8499";"160";"0,58";"211";"0,77";"150";"0,55";"71,09";"43";"14";"32,56";"451";"17";"3,77";"880";"937673";"284963";"23,31";"1222636";"100";"100";"937673";"937673";"1312";"613";"646394";"46,72";"45";"0";"508203";"1881";"1160";"348";"11754";"1281,28";"956,5";"4,87";"4,96";"4,8";"4,88";"1";"nan";"nan"
"Здоровье / Протезы и аксессуары";"2";"2021-08-15";"32,5";"36";"1892";"571";"133";"7,03";"168";"8,88";"89";"4,7";"52,98";"9";"4";"44,44";"249";"6";"2,41";"655";"936875";"14222";"1,5";"951097";"100";"100";"936875";"936875";"851";"228";"567513";"26,79";"39";"0";"69100";"3107,2";"2149";"393";"5003";"2854,71";"3363";"4,69";"4,88";"4,57";"4,74";"1";"0,58";"2,22"
"Здоровье / Комплектующие для инвалидных колясок";"1";"2021-09-08";"32,5";"36";"6666";"1830";"122";"1,83";"165";"2,48";"92";"1,38";"55,76";"43";"13";"30,23";"545";"17";"3,12";"302";"935544";"128380";"12,07";"1063924";"85,71";"80,95";"801855";"757323";"873";"673";"885468";"77,09";"87";"0";"74189";"2965,75";"1721,5";"98";"11394";"1987,8";"1329";"4,73";"4,86";"4,69";"4,8";"3";"4,49";"9,94"
"Товары для отдыха и кемпинга / Подставки для шампуров";"2";"2020-01-27";"28,5";"32";"1688";"183";"77";"4,56";"131";"7,76";"102";"6,04";"77,86";"138";"32";"23,19";"300";"43";"14,33";"774";"934911";"453073";"32,64";"1387984";"85,99";"85,71";"803930";"801312";"2182";"1628";"1852314";"74,61";"85";"0";"300000";"4548,4";"1815";"207";"8738";"1875,27";"1574,5";"4,86";"4,98";"4,79";"4,89";"30";"5,72";"12,66"
"Канцелярские товары / Боксы для коллекционирования";"2";"2020-01-25";"29,5";"33";"21749";"6991";"150";"0,69";"215";"0,99";"108";"0,5";"50,23";"191";"20";"10,47";"531";"24";"4,52";"587";"933868";"439292";"31,99";"1373160";"100";"100";"933868";"933868";"884";"639";"1150479";"72,29";"45";"0";"186741";"2278,15";"2049";"137";"13429";"2230,06";"1264";"4,77";"4,86";"4,73";"4,78";"2";"3,92";"nan"
"Строительные материалы / Бруски строительные";"1";"2021-09-11";"20,5";"24";"4745";"523";"295";"6,22";"736";"15,51";"551";"11,61";"74,86";"127";"40";"31,5";"276";"70";"25,36";"1899";"930040";"525933";"36,12";"1455973";"89,47";"84,21";"832107";"783187";"1026";"561";"445294";"54,68";"16";"0";"94500";"1328,85";"742";"106";"5472";"632,1";"487";"4,8";"4,88";"4,71";"4,77";"6";"6,08";"12,2"
"Продукты / Кальмар сушеный";"2";"2020-04-15";"21,5";"25";"1348";"256";"41";"3,04";"76";"5,64";"60";"4,45";"78,95";"62";"14";"22,58";"125";"22";"17,6";"579";"925605";"367530";"28,42";"1293135";"88,61";"88,61";"820179";"820179";"677";"350";"689294";"51,7";"35";"0";"75100";"1168,99";"620,5";"166";"3964";"1619,33";"1782,5";"4,47";"4,71";"4,39";"4,56";"17";"5,73";"11,78"
"Мебель садовая / Сундуки садовые";"2";"2021-09-04";"26,5";"30";"2203";"435";"35";"1,59";"46";"2,09";"27";"1,23";"58,7";"30";"6";"20";"184";"8";"4,35";"186";"925367";"69257";"6,96";"994624";"100";"100";"925367";"925367";"303";"149";"1175322";"49,17";"49";"0";"570499";"4546,79";"1124";"789";"17577";"5879,19";"4650";"4,64";"4,54";"4,58";"4,47";"5";"3,15";"nan"
"Автозапчасти / Кольца поршневые";"1";"2020-11-11";"26,5";"30";"45513";"4613";"994";"2,18";"1337";"2,94";"505";"1,11";"37,77";"514";"83";"16,15";"631";"102";"16,16";"1168";"924481";"399073";"30,15";"1323554";"77,94";"74,5";"720540";"688738";"2190";"1668";"2112655";"76,16";"56";"0";"743620";"2831,29";"2094,5";"61";"13301";"1041,47";"740";"4,74";"4,86";"4,7";"4,79";"6";"6,02";"10,77"
"Все для садоводства / Пленки и сетки для пруда";"3";"2020-07-13";"29,5";"29,5";"1455";"443";"58";"3,99";"80";"5,5";"65";"4,47";"81,25";"67";"9";"13,43";"358";"12";"3,35";"520";"924153";"144724";"13,54";"1068877";"100";"100";"924153";"924153";"1765";"1384";"2998090";"78,41";"102";"0";"114154";"3956,74";"1866";"282";"6710";"2374";"2000";"4,79";"4,94";"4,68";"4,78";"12";"5,48";"24,81"
"Аксессуары / Ремни для чемоданов";"1";"2020-01-25";"34,5";"38";"8602";"2267";"176";"2,05";"248";"2,88";"175";"2,03";"70,56";"113";"30";"26,55";"349";"41";"11,75";"2320";"924051";"101313";"9,88";"1025364";"94,8";"94,8";"876000";"876000";"2301";"954";"420297";"41,46";"30";"0";"900000";"4058,22";"1100";"155";"1793";"384,65";"292";"4,89";"4,97";"4,8";"4,84";"21";"14,24";"41,08"
"Бытовая техника / Будильники энурезные";"2";"2020-06-07";"25,5";"29";"638";"116";"15";"2,35";"23";"3,61";"20";"3,13";"86,96";"43";"8";"18,6";"227";"13";"5,73";"504";"923986";"142356";"13,35";"1066342";"81,82";"78,79";"756005";"728009";"715";"366";"592145";"51,19";"43";"81";"26859";"2220,85";"1873";"821";"4307";"1796,3";"1613,5";"4,42";"4,59";"4,3";"4,47";"15";"8,96";"24,72"
"Продукты / Пыльца цветочная";"1";"2020-01-25";"21,5";"25";"624";"48";"73";"11,7";"122";"19,55";"94";"15,06";"77,05";"147";"40";"27,21";"203";"48";"23,65";"1341";"922899";"254968";"21,65";"1177867";"96,77";"96,77";"893089";"893089";"2097";"1006";"1059902";"47,97";"47";"0";"97968";"1341,77";"614";"180";"3042";"849,6";"700";"4,89";"4,97";"4,78";"4,83";"12";"11,48";"17,18"
"Спортивные аксессуары / Аккумуляторы для лодок";"3";"2021-10-05";"29,5";"33";"1405";"77";"3";"0,21";"7";"0,5";"4";"0,28";"57,14";"72";"3";"4,17";"149";"3";"2,01";"48";"921755";"391503";"29,81";"1313258";"100";"100";"921755";"921755";"4";"4";"118902";"100";"2";"0";"116865";"18806,85";"16297";"6879";"21511";"12330,25";"10465,5";"4,76";"4,75";"4,72";"4,6";"14";"3,12";"4,72"
"Профессиональные музыкальные инструменты / Колокольчики музыкальные";"3";"2020-01-25";"28,5";"32";"2883";"808";"140";"4,86";"199";"6,9";"130";"4,51";"65,33";"114";"36";"31,58";"507";"48";"9,47";"1001";"921246";"193625";"17,37";"1114871";"86,73";"85,84";"798997";"790798";"1570";"1089";"652699";"69,36";"47";"0";"72300";"1599,44";"1030";"43";"4493";"1079,5";"820";"4,72";"4,95";"4,66";"4,84";"1";"4,07";"4,19"
"Сантехника / Комплекты для монтажа радиаторов";"2";"2021-07-30";"27,5";"31";"2592";"187";"219";"8,45";"285";"11";"147";"5,67";"51,58";"162";"37";"22,84";"481";"69";"14,35";"2722";"921172";"123156";"11,79";"1044328";"91,51";"91,04";"842964";"838635";"4218";"2690";"1145992";"63,77";"46";"0";"575383";"2787,23";"674,5";"63";"3738";"550,5";"356";"4,82";"4,82";"4,76";"4,77";"5";"12,58";"11,61"
"Хозяйственные товары / Доски стиральные";"1";"2020-01-25";"29,5";"33";"3718";"1114";"54";"1,45";"74";"1,99";"64";"1,72";"86,49";"161";"29";"18,01";"767";"36";"4,69";"2231";"920895";"149134";"13,94";"1070029";"100";"100";"920895";"920895";"2547";"541";"131549";"21,24";"34";"0";"470593";"1798,36";"872";"43";"7591";"566,14";"282";"4,89";"4,97";"4,76";"4,84";"2";"2,65";"nan"
"Аксессуары для электроники / Медиаконвертеры";"2";"2020-01-25";"27,5";"31";"16527";"4185";"71";"0,43";"114";"0,69";"69";"0,42";"60,53";"98";"20";"20,41";"434";"36";"8,29";"549";"919294";"287302";"23,81";"1206596";"66,67";"66,67";"612893";"612893";"1064";"608";"1027708";"57,14";"58";"0";"555169";"2139,05";"1001";"188";"12431";"2023,57";"1594";"4,55";"4,73";"4,5";"4,65";"2";"4,4";"14,29"
"Бытовая техника / Аэрографы косметические";"2";"2020-01-31";"25,5";"29";"2029";"242";"79";"3,89";"112";"5,52";"78";"3,84";"69,64";"80";"15";"18,75";"295";"23";"7,8";"502";"918214";"599707";"39,51";"1517921";"75";"75";"688660";"688660";"655";"415";"6453463";"63,36";"39";"0";"218961";"2850,37";"1194";"176";"5597";"1942,44";"1446";"4,78";"4,88";"4,71";"4,74";"0";"0";"0"
