"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Отделочные материалы / Комплектующие для подвесного потолка";"2";"2022-02-27";"28,5";"32";"1850";"171";"57";"3,08";"92";"4,97";"53";"2,86";"57,61";"69";"22";"31,88";"180";"30";"16,67";"176";"142092";"9434";"6,23";"151526";"95,12";"95,12";"135158";"135158";"178";"92";"107876";"51,69";"30";"0";"160064";"1791,38";"961";"87";"2334";"781,64";"571";"4,79";"4,74";"4,73";"4,65";"10";"16,86";"47,83"
"Автозапчасти / Статоры генератора";"2";"2021-02-14";"26,5";"30";"17506";"1089";"123";"0,7";"148";"0,85";"44";"0,25";"29,73";"169";"24";"14,2";"200";"26";"13";"126";"142060";"33998";"19,31";"176058";"81,48";"81,48";"115750";"115750";"193";"123";"421975";"63,73";"46";"0";"924540";"3979,67";"3213,5";"115";"13887";"2557,34";"1711,5";"4,67";"4,94";"4,64";"4,85";"2";"8,1";"13,79"
"Товары для взрослых / Пэстис эротик";"1";"2020-01-27";"29,5";"33";"4121";"1415";"90";"2,18";"124";"3,01";"88";"2,14";"70,97";"166";"25";"15,06";"508";"32";"6,3";"579";"141767";"53464";"27,38";"195231";"73,08";"73,08";"103603";"103603";"1421";"997";"299258";"70,16";"74";"0";"211387";"1129,97";"710";"77";"1534";"358,28";"319,5";"4,55";"4,83";"4,46";"4,68";"19";"3,91";"15,48"
"Посуда и инвентарь / Трафареты для напитков";"2";"2020-01-25";"24,5";"28";"5582";"1435";"89";"1,59";"113";"2,02";"67";"1,2";"59,29";"124";"21";"16,94";"350";"32";"9,14";"900";"141290";"87110";"38,14";"228400";"91,87";"91,54";"129803";"129337";"1268";"1036";"278938";"81,7";"42";"0";"21974";"743,94";"721";"83";"7803";"382,18";"226";"4,64";"4,95";"4,56";"4,85";"12";"16,77";"23,79"
"Автозапчасти / Датчик температуры головки цилиндров";"2";"2021-03-14";"26,5";"30";"852";"125";"52";"6,1";"83";"9,74";"41";"4,81";"49,4";"97";"24";"24,74";"112";"14";"12,5";"208";"141238";"27353";"16,22";"168591";"92,31";"92,31";"130377";"130377";"422";"189";"118425";"44,79";"61";"0";"417206";"2004,12";"613,5";"98";"10548";"1209,63";"629";"4,57";"4,74";"4,52";"4,62";"2";"3,62";"8,01"
"Строительные материалы / Рым-соединения";"2";"2022-01-21";"28,5";"32";"3266";"897";"144";"4,41";"190";"5,82";"115";"3,52";"60,53";"75";"14";"18,67";"351";"24";"6,84";"447";"140923";"23499";"14,29";"164422";"84,91";"84,91";"119658";"119658";"1855";"1436";"748828";"77,41";"124";"0";"194563";"1328,25";"569";"99";"2392";"412,42";"293";"4,83";"4,89";"4,8";"4,84";"3";"6,67";"10,2"
"Продукты / Лапша WOK";"3";"2021-02-25";"16,5";"20";"88";"4";"17";"19,32";"23";"26,14";"18";"20,45";"78,26";"10";"6";"60";"18";"6";"33,33";"511";"140321";"31916";"18,53";"172237";"100";"100";"140321";"140321";"1396";"777";"173128";"55,66";"82";"0";"1079";"246,81";"199";"164";"993";"421,44";"351";"4,72";"4,93";"4,69";"4,91";"62";"12,84";"39,57"
"Спортивный товар / Калиперы тормозные";"3";"2020-05-09";"27,5";"31";"975";"105";"57";"5,85";"75";"7,69";"45";"4,62";"60";"66";"13";"19,7";"245";"21";"8,57";"284";"139927";"8842";"5,94";"148769";"100";"100";"139927";"139927";"2894";"2591";"1145073";"89,53";"306";"0";"17810";"1969,15";"1302";"128";"2339";"646,93";"422";"4,79";"4,92";"4,69";"4,75";"6";"6,12";"10,66"
"Профессиональные музыкальные инструменты / Думбеки";"3";"2020-04-14";"28,5";"32";"1101";"427";"9";"0,82";"15";"1,36";"10";"0,91";"66,67";"8";"3";"37,5";"72";"5";"6,94";"19";"139860";"412367";"74,67";"552227";"100";"100";"139860";"139860";"15";"9";"37605";"60";"24";"0";"213418";"2426,54";"1080";"2818";"11686";"6494,5";"3727";"4,76";"5";"4,78";"5";"0";"0";"0"
"Аксессуары для электроники / Генераторы снега";"1";"2020-06-24";"27,5";"31";"432";"104";"12";"2,78";"17";"3,94";"9";"2,08";"52,94";"24";"8";"33,33";"98";"7";"7,14";"16";"139304";"163753";"54,03";"303057";"92,86";"92,86";"129358";"129358";"49";"37";"319748";"75,51";"92";"0";"1269100";"15067,84";"2714";"1736";"21145";"9973,22";"7607";"4,22";"4,57";"4,14";"4,44";"nan";"nan";"nan"
"Автоаксессуары и дополнительное оборудование / Велобагажники на авто";"3";"2020-05-15";"26,5";"30";"4105";"656";"7";"0,17";"9";"0,22";"5";"0,12";"55,56";"42";"5";"11,9";"285";"5";"1,75";"48";"139169";"30381";"17,92";"169550";"0";"0";"0";"0";"52";"11";"36405";"21,15";"32";"0";"222750";"4121,32";"2208";"683";"3732";"2752,4";"3645";"4,63";"5";"4,57";"4,84";"3";"3";"3,57"
"Садовые инструменты и полив / Держатели для шланга";"3";"2020-01-30";"29,5";"33";"6885";"1488";"84";"1,22";"103";"1,5";"45";"0,65";"43,69";"209";"22";"10,53";"993";"29";"2,92";"282";"138976";"16986";"10,89";"155962";"94,12";"94,12";"130804";"130804";"1703";"1420";"3061645";"83,38";"181";"0";"193410";"1506,46";"880";"109";"7447";"964,62";"483";"4,78";"4,9";"4,73";"4,84";"2";"5,7";"5,44"
"Мототовары / Суппорты тормозные для мототехники";"2";"2021-11-30";"26,5";"30";"1362";"162";"62";"4,55";"90";"6,61";"47";"3,45";"52,22";"49";"14";"28,57";"230";"22";"9,57";"108";"138879";"67332";"32,65";"206211";"100";"100";"138879";"138879";"135";"68";"91342";"50,37";"38";"0";"60800";"2290,77";"1526,5";"140";"3713";"1440,6";"1280";"4,66";"4,62";"4,6";"4,58";"2";"4,04";"4,29"
"Автозапчасти / Приводы стеклоочистителя";"3";"2022-02-26";"26,5";"30";"4109";"461";"15";"0,37";"38";"0,92";"26";"0,63";"68,42";"154";"8";"5,19";"186";"10";"5,38";"44";"138744";"24867";"15,2";"163611";"60";"60";"83246";"83246";"23";"19";"35902";"82,61";"16";"0";"841075";"3359,89";"1738";"457";"10260";"3349,04";"3046,5";"4,69";"5";"4,67";"4,94";"2";"3,91";"5,4"
"Продукты / Готовые каши";"2";"2020-02-28";"21,5";"25";"3427";"372";"45";"1,31";"92";"2,68";"69";"2,01";"75";"122";"21";"17,21";"314";"26";"8,28";"221";"138684";"61065";"30,57";"199749";"93,28";"93,28";"129364";"129364";"546";"376";"246813";"68,86";"74";"0";"405000";"1249,36";"722";"238";"2555";"648,38";"537";"4,68";"4,92";"4,6";"4,74";"8";"24,56";"25,55"
"Аксессуары для малышей / Шапки-ушанки для малышей";"3";"2020-01-25";"34,5";"38";"1357";"112";"185";"13,63";"209";"15,4";"68";"5,01";"32,54";"78";"15";"19,23";"166";"20";"12,05";"167";"138341";"73408";"34,67";"211749";"26,67";"20";"36896";"27668";"635";"495";"325164";"77,95";"114";"0";"11112";"867,31";"744";"65";"1998";"749,66";"737,5";"4,65";"4,64";"4,59";"4,58";"7";"3,61";"14,91"
"Посуда и инвентарь / Наборы для карвинга";"2";"2021-01-27";"29,5";"33";"2299";"397";"77";"3,35";"90";"3,91";"40";"1,74";"44,44";"130";"19";"14,62";"414";"19";"4,59";"495";"138322";"9421";"6,38";"147743";"100";"100";"138322";"138322";"961";"466";"194221";"48,49";"58";"0";"149393";"1386,07";"527";"140";"10200";"563,33";"200";"4,7";"4,95";"4,59";"4,8";"nan";"nan";"nan"
"Канцелярские товары / Счетчики механические";"2";"2020-08-17";"24,5";"28";"4182";"1289";"15";"0,36";"38";"0,91";"29";"0,69";"76,32";"86";"17";"19,77";"548";"23";"4,2";"437";"138161";"59957";"30,26";"198118";"100";"100";"138161";"138161";"158";"44";"42380";"27,85";"11";"0";"228825";"1123,35";"524,5";"183";"3051";"566,97";"284";"4,88";"4,89";"4,79";"4,74";"1";"8,08";"11,63"
"Товары для взрослых / Колеса Вартенберга";"2";"2020-06-02";"24,5";"28";"2326";"509";"8";"0,34";"10";"0,43";"8";"0,34";"80";"47";"8";"17,02";"124";"8";"6,45";"399";"138158";"0";"0";"138158";"0";"0";"0";"0";"807";"256";"124503";"31,72";"61";"0";"237428";"3343,74";"1339,5";"232";"2006";"739,75";"591,5";"4,61";"5";"4,54";"4,84";"24";"13,17";"25,4"
"Автоаксессуары и дополнительное оборудование / Перегородки защитные автомобильные";"2";"2020-08-16";"26,5";"30";"7113";"1977";"87";"1,22";"103";"1,45";"26";"0,37";"25,24";"55";"7";"12,73";"293";"9";"3,07";"185";"137973";"28891";"17,31";"166864";"100";"100";"137973";"137973";"127";"89";"240377";"70,08";"21";"0";"60800";"1909,89";"1048";"194";"5735";"1759,35";"1106,5";"4,7";"4,67";"4,62";"4,57";"1";"nan";"nan"
"Спортивный товар / Буи";"3";"2020-03-03";"27,5";"31";"2297";"440";"23";"1";"26";"1,13";"19";"0,83";"73,08";"30";"9";"30";"213";"10";"4,69";"94";"137882";"952";"0,69";"138834";"100";"100";"137882";"137882";"318";"222";"237547";"69,81";"101";"0";"23463";"2420,05";"1844";"372";"3892";"1744,95";"1575";"4,86";"4,89";"4,8";"4,82";"nan";"1,88";"nan"
"Спортивный товар / Станки для хореографии";"3";"2021-07-29";"27,5";"31";"807";"67";"32";"3,97";"44";"5,45";"22";"2,73";"50";"16";"6";"37,5";"103";"6";"5,83";"35";"137673";"79270";"36,54";"216943";"0";"0";"0";"0";"69";"51";"170874";"73,91";"59";"0";"60800";"4044,11";"2529";"1167";"6340";"4012,82";"4105";"4,7";"4,89";"4,66";"4,83";"0";"0";"0"
"Хозяйственные товары / Подставки для утюгов";"1";"2020-03-02";"29,5";"33";"6374";"1257";"64";"1";"86";"1,35";"37";"0,58";"43,02";"204";"23";"11,27";"662";"29";"4,38";"244";"137637";"23866";"14,78";"161503";"85,19";"85,19";"117253";"117253";"227";"105";"79955";"46,26";"28";"0";"60800";"770,27";"522";"111";"3348";"570,73";"373";"4,88";"4,97";"4,82";"4,88";"15";"10,25";"14,05"
"Автозапчасти / Электроприводы для клапанов";"2";"2022-01-13";"26,5";"30";"2615";"164";"79";"3,02";"95";"3,63";"27";"1,03";"28,42";"189";"18";"9,52";"244";"21";"8,61";"80";"137325";"6601";"4,59";"143926";"62,5";"62,5";"85828";"85828";"295";"252";"349055";"85,42";"111";"0";"215146";"6773,69";"1810";"279";"9211";"2105,3";"1823";"4,35";"4,6";"4,32";"4,54";"2";"6,9";"4,55"
"Спортивный товар / Подушки апперкотные";"2";"2021-05-25";"27,5";"31";"5366";"1482";"13";"0,24";"22";"0,41";"16";"0,3";"72,73";"19";"5";"26,32";"488";"14";"2,87";"49";"137311";"242989";"63,89";"380300";"100";"100";"137311";"137311";"57";"37";"72021";"64,91";"35";"0";"485527";"4918,36";"2819,5";"491";"11629";"2740,31";"2425,5";"4,27";"4,18";"4,21";"4,09";"1";"3,07";"2,65"
"Спортивный товар / Подшипники для лыжероллеров";"2";"2020-07-23";"27,5";"31";"1259";"196";"26";"2,07";"29";"2,3";"21";"1,67";"72,41";"50";"6";"12";"198";"7";"3,54";"407";"136925";"4844";"3,42";"141769";"77,27";"77,27";"105802";"105802";"905";"547";"188268";"60,44";"67";"0";"60800";"1582,29";"1058";"138";"426";"339,71";"385";"4,82";"4,94";"4,74";"4,81";"26";"7,89";"25,03"
"Автозапчасти / Балки надрамника";"2";"2022-03-22";"26,5";"30";"346";"12";"11";"3,18";"18";"5,2";"9";"2,6";"50";"38";"4";"10,53";"41";"3";"7,32";"14";"136780";"25640";"15,79";"162420";"0";"0";"0";"0";"17";"15";"112455";"88,24";"36";"0";"136252";"5490,27";"1902";"846";"14380";"7894,33";"10668";"4,69";"5";"4,65";"4,9";"nan";"nan";"nan"
"Продукты / Наборы молочных продуктов";"3";"2021-07-25";"21,5";"25";"840";"4";"4";"0,48";"7";"0,83";"5";"0,6";"71,43";"21";"3";"14,29";"40";"3";"7,5";"107";"136747";"834";"0,61";"137581";"100";"100";"136747";"136747";"92";"4";"3217";"4,35";"26";"0";"75100";"767,84";"613";"430";"1311";"805,4";"771";"4,76";"5";"4,72";"4,8";"0";"0";"0"
"Аксессуары / Подворотнички одноразовые";"2";"2020-01-25";"34,5";"38";"701";"142";"32";"4,56";"45";"6,42";"36";"5,14";"80";"25";"7";"28";"137";"14";"10,22";"315";"136318";"18983";"12,22";"155301";"66,67";"66,67";"90883";"90883";"586";"295";"155431";"50,34";"56";"53";"128051";"1430,31";"618";"100";"1633";"610,5";"506,5";"4,84";"4,97";"4,76";"4,91";"2";"5";"8,55"
"Бытовая техника / Вешалки для отпаривателей";"3";"2021-07-06";"25,5";"29";"1013";"192";"20";"1,97";"20";"1,97";"4";"0,39";"20";"64";"3";"4,69";"199";"4";"2,01";"101";"136177";"0";"0";"136177";"100";"100";"136177";"136177";"551";"488";"713669";"88,57";"164";"0";"69300";"3661,68";"3497";"984";"1629";"1330,25";"1354";"4,57";"5";"4,5";"4,88";"0";"0";"0"
"Спортивная одежда / Термоколготки спортивные";"3";"2020-03-12";"34,5";"38";"1615";"618";"38";"2,35";"48";"2,97";"19";"1,18";"39,58";"42";"11";"26,19";"112";"12";"10,71";"66";"136142";"33221";"19,62";"169363";"100";"100";"136142";"136142";"98";"64";"86378";"65,31";"45";"0";"72800";"2320,09";"1651";"287";"5570";"2141,84";"2398";"4,59";"4,55";"4,5";"4,52";"0";"0";"0"
"Игрушки / Формочки игрушечные";"2";"2020-01-25";"23,5";"27";"21150";"5710";"101";"0,48";"137";"0,65";"81";"0,38";"59,12";"192";"12";"6,25";"783";"25";"3,19";"475";"135987";"58917";"30,23";"194904";"85,02";"85,02";"115616";"115616";"509";"282";"194965";"55,4";"32";"0";"656262";"1918,7";"1305";"64";"2588";"343,11";"243";"4,66";"4,96";"4,61";"4,91";"3";"10,24";"8,59"
"Спортивные аксессуары / Гидрошлемы";"2";"2020-04-18";"29,5";"33";"798";"198";"14";"1,75";"18";"2,26";"15";"1,88";"83,33";"28";"9";"32,14";"74";"8";"10,81";"65";"135605";"16357";"10,76";"151962";"100";"100";"135605";"135605";"215";"131";"243222";"60,93";"99";"0";"13206";"2003,87";"1165";"877";"4950";"1983,8";"1670";"4,83";"4,93";"4,73";"4,83";"3";"12,54";"1,47"
"Строительные материалы / Фланцы мебельные";"2";"2021-02-10";"28,5";"32";"1738";"406";"55";"3,16";"91";"5,24";"64";"3,68";"70,33";"69";"18";"26,09";"202";"25";"12,38";"515";"135422";"44005";"24,53";"179427";"90";"90";"121880";"121880";"861";"436";"161566";"50,64";"50";"0";"81620";"1209,79";"653,5";"77";"841";"308,22";"254,5";"4,82";"4,85";"4,75";"4,75";"3";"7,13";"11,77"
"Мебель мягкая / Кушетки";"2";"2020-11-22";"21,5";"25";"2966";"643";"10";"0,34";"14";"0,47";"6";"0,2";"42,86";"32";"2";"6,25";"154";"3";"1,95";"7";"134877";"3126";"2,27";"138003";"100";"100";"134877";"134877";"20";"16";"334063";"80";"86";"0";"176400";"13169,84";"5878";"1201";"31568";"22338,5";"29504";"4,67";"5";"4,65";"4,9";"334";"3,35";"1,69"
"Спортивный товар / Шпоры для верховой езды";"2";"2021-05-17";"27,5";"31";"724";"158";"29";"4,01";"38";"5,25";"21";"2,9";"55,26";"49";"8";"16,33";"333";"11";"3,3";"130";"134767";"108006";"44,49";"242773";"90";"90";"121290";"121290";"241";"110";"157618";"45,64";"56";"0";"60800";"2200,73";"1840";"560";"3298";"1260,52";"1141";"4,82";"4,79";"4,77";"4,65";"2";"8,89";"11,38"
"Ветаптека / Антипаразитарные препараты";"2";"2021-05-31";"17";"20,5";"18941";"3022";"49";"0,26";"167";"0,88";"123";"0,65";"73,65";"135";"27";"20";"616";"46";"7,47";"216";"134318";"84089";"38,5";"218407";"93,48";"93,48";"125560";"125560";"139";"125";"94139";"89,93";"19";"0";"70799";"1339,39";"723";"54";"4008";"789,9";"607";"4,86";"4,86";"4,79";"4,78";"28";"11,88";"22,13"
"Спортивная одежда / Пуловеры спортивные";"3";"2020-01-25";"34,5";"38";"6453";"1890";"10";"0,15";"14";"0,22";"11";"0,17";"78,57";"23";"3";"13,04";"87";"3";"3,45";"41";"134309";"189644";"58,54";"323953";"100";"100";"134309";"134309";"36";"5";"8276";"13,89";"26";"0";"13642";"1602,92";"1468";"491";"4195";"2870,45";"3416";"4,25";"4,44";"4,2";"4,33";"0";"0";"0"
"Профессиональные музыкальные инструменты / Горны музыкальные";"2";"2020-06-04";"28,5";"32";"704";"217";"1";"0,14";"3";"0,43";"2";"0,28";"66,67";"27";"2";"7,41";"90";"2";"2,22";"49";"134038";"17135";"11,33";"151173";"66,67";"66,67";"89363";"89363";"1";"1";"3508";"100";"1";"0";"244088";"10344,67";"2381";"3007";"4660";"3833,5";"3833,5";"4,53";"4,5";"4,5";"4,5";"4";"3,53";"4,65"
"Аксессуары / Чехлы для сплит-систем";"2";"2021-09-06";"34,5";"38";"6118";"3383";"45";"0,74";"52";"0,85";"32";"0,52";"61,54";"41";"12";"29,27";"646";"14";"2,17";"249";"133925";"8186";"5,76";"142111";"82,61";"78,26";"110635";"104810";"537";"362";"339029";"67,41";"65";"0";"192077";"1301,34";"963";"193";"1709";"717,12";"551";"4,85";"5";"4,73";"4,86";"4";"4,19";"5,19"
"Здоровье / Рукава послеоперационные";"2";"2020-01-25";"31,5";"35";"102";"26";"4";"3,92";"5";"4,9";"5";"4,9";"100";"10";"4";"40";"28";"4";"14,29";"62";"133312";"66794";"33,38";"200106";"100";"100";"133312";"133312";"94";"74";"74824";"78,72";"45";"0";"25579";"2916,13";"1513";"164";"5388";"2768";"1546";"4,81";"4,75";"4,69";"4,57";"0";"0";"0"
"Продукты / Кукурузные палочки";"2";"2020-01-25";"21,5";"25";"3074";"146";"55";"1,79";"142";"4,62";"108";"3,51";"76,06";"147";"20";"13,61";"330";"38";"11,52";"266";"133113";"83893";"38,66";"217006";"90,54";"90,54";"120521";"120521";"118";"82";"94362";"69,49";"13";"0";"54506";"883,06";"583,5";"176";"1965";"633,69";"536";"4,69";"4,88";"4,63";"4,78";"27";"11,03";"16,77"
"Строительные материалы / Доски строительные";"2";"2021-09-09";"26,5";"30";"14551";"1119";"134";"0,92";"197";"1,35";"81";"0,56";"41,12";"61";"16";"26,23";"153";"26";"16,99";"203";"132788";"98390";"42,56";"231178";"66,67";"33,33";"88530";"44258";"360";"329";"508598";"91,39";"53";"0";"60800";"4087,19";"2254,5";"110";"3845";"906,12";"723";"4,53";"4,53";"4,48";"4,44";"3";"5,09";"5,97"
"Аксессуары для обуви / Гелевые подушечки";"2";"2020-01-25";"34,5";"38";"29758";"8736";"371";"1,25";"430";"1,44";"112";"0,38";"26,05";"476";"60";"12,61";"740";"77";"10,41";"701";"132727";"20049";"13,12";"152776";"100";"100";"132727";"132727";"2072";"1631";"682309";"78,72";"89";"0";"77000";"341,53";"288";"35";"936";"278,02";"282";"4,46";"4,72";"4,4";"4,6";"2";"4,88";"5,2"
"Автоаксессуары и дополнительное оборудование / Комплектующие для лебедок";"3";"2022-01-17";"26,5";"30";"3255";"773";"43";"1,32";"72";"2,21";"37";"1,14";"51,39";"43";"9";"20,93";"306";"12";"3,92";"76";"132645";"268632";"66,94";"401277";"80,65";"80,65";"106978";"106978";"139";"122";"255780";"87,77";"55";"0";"98496";"2854,27";"1018";"435";"12448";"2325,86";"1496";"4,81";"4,85";"4,78";"4,84";"3";"12,05";"17,07"
"Спортивные аксессуары / Ремешки для удилищ";"1";"2021-02-06";"29,5";"33";"1126";"165";"61";"5,42";"75";"6,66";"55";"4,88";"73,33";"46";"18";"39,13";"117";"23";"19,66";"589";"132642";"6948";"4,98";"139590";"93,9";"93,9";"124551";"124551";"1976";"1339";"492215";"67,76";"101";"118";"112045";"1022,89";"693";"138";"753";"276,84";"211";"4,89";"4,96";"4,81";"4,87";"5";"12,43";"32,88"
"Отделочные материалы / Олифы";"3";"2021-05-25";"28,5";"32";"550";"57";"47";"8,55";"65";"11,82";"36";"6,55";"55,38";"64";"13";"20,31";"121";"13";"10,74";"159";"132371";"88503";"40,07";"220874";"83,33";"83,33";"110305";"110305";"355";"243";"185769";"68,45";"67";"0";"60800";"1834,06";"1052";"194";"3423";"1021";"803";"4,84";"5";"4,73";"4,85";"3";"4,98";"6,08"
"Профессиональные музыкальные инструменты / Кларнеты";"3";"2021-06-21";"28,5";"32";"2086";"566";"13";"0,62";"15";"0,72";"3";"0,14";"20";"48";"3";"6,25";"161";"3";"1,86";"11";"132029";"10482";"7,36";"142511";"0";"0";"0";"0";"58";"44";"547999";"75,86";"158";"0";"222094";"6679,43";"1074";"9335";"31085";"18238,67";"14296";"4,48";"5";"4,46";"4,59";"0";"0";"0"
"Ручной инструмент и оснастка / Смазки для электроинструмента";"3";"2020-08-14";"31,5";"35";"3236";"1039";"20";"0,62";"35";"1,08";"27";"0,83";"77,14";"214";"16";"7,48";"478";"20";"4,18";"662";"131790";"72606";"35,52";"204396";"96,03";"96,03";"126558";"126558";"735";"98";"76936";"13,33";"33";"0";"87600";"1058,87";"377";"68";"3180";"423,96";"209";"4,9";"5";"4,83";"4,9";"7";"6,79";"25,94"
"Мебель садовая / Кресла плетеные";"2";"2020-11-06";"26,5";"30";"1737";"336";"8";"0,46";"18";"1,04";"12";"0,69";"66,67";"42";"4";"9,52";"141";"3";"2,13";"14";"130718";"173398";"57,02";"304116";"86,21";"85,06";"112692";"111189";"10";"7";"57510";"70";"21";"0";"97333";"7959,32";"8112";"4532";"10767";"9442,83";"10451";"4,63";"4,75";"4,57";"4,69";"87";"5,91";"4,45"
